,id,text,predictions,prompt,output,questions,question
321,321,has my electricity bill increased this month how much,bill_balance;spending_history,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: bill balance Option 2: spending history Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: bill balance Option 2: spending history Question: I understand you are looking for information about your bill balance or spending history. Which one are you looking for? **END** Set 4: Option 1: card limit Option 2: card usage Question: I understand you are looking for information about your card limit,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are looking for information about your bill balance or spending history. Which one are you looking for? ; I understand you are looking for information about your card limit,I understand you are looking for information about your bill balance or spending history. Which one are you looking for?
322,322,what will i be paying for utilities this month,bill_balance;min_payment,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: bill balance Option 2: min payment Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: bill balance Option 2: min payment Question: I understand you have a question about your bill. Is it about your balance or your minimum payment? **END** Set 4: Option 1: cancelled order Option 2: order not delivered Question: I understand you have an issue with your order. Was it cancel,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you have a question about your bill. Is it about your balance or your minimum payment? ; I understand you have an issue with your order. Was it cancel,I understand you have a question about your bill. Is it about your balance or your minimum payment?
323,323,how much do i have to pay this month,bill_balance;spending_history;payday;income,,,,
324,324,is the phone bill the same as last month,bill_balance;bill_due;min_payment,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: bill balance Option 2: bill due Option 3: min payment Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: bill balance Option 2: bill due Option 3: min payment Question: Option 1: I need to pay my bill Option 2: I need to make a payment Option 3: I need to pay my bill and make a payment Question: **END** Set 4:","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; Option 1: I need to pay my bill Option 2: I need to make a payment Option 3: I need to pay my bill and make a payment ;",Option 1: I need to pay my bill Option 2: I need to make a payment Option 3: I need to pay my bill and make a payment
325,325,i'd like for this person to know my location,share_location;current_location,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: share location Option 2: current location Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: share location Option 2: current location Question: I understand you want to share your current location. Do you want to share your current location or your location history? **END** Set 4: Option 1: card not working Option 2: card swallowed Question: I understand this was about your card. Was it,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you want to share your current location. Do you want to share your current location or your location history? ; I understand this was about your card. Was it,I understand you want to share your current location. Do you want to share your current location or your location history?
326,326,what are my mastercard points good for,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
327,327,how many points do i have to cash,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
328,328,how do i use my card reward points for my next flight,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
329,329,i want to use my card reward points,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
330,330,can i redeem my points for flights,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
331,331,can i get cash back for my points,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
332,332,can i use my points to pay my credit card,redeem_rewards;rewards_balance;direct_deposit,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Option 3: direct deposit Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Option 3: direct deposit Question: I understand you are trying to redeem rewards. Is it possible to redeem rewards, check your rewards balance or set up direct deposit? **END** Set 4:","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I understand you are trying to redeem rewards. Is it possible to redeem rewards, check your rewards balance or set up direct deposit?","I understand you are trying to redeem rewards. Is it possible to redeem rewards, check your rewards balance or set up direct deposit?"
333,333,what are the steps to get my rewards for my visa card,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
334,334,how can i claim my rewards for my visa card,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
335,335,how can i get my rewards for my master card,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
336,336,where would i get my rewards for my master card,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
337,337,let me cash my credit rewards,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
338,338,help me redeem my reward points,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
339,339,i want to use my credit rewards now,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
340,340,whats the policy to redeem my visa reward points,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
341,341,what can i get with my mastercard points,redeem_rewards;rewards_balance,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: redeem rewards Option 2: rewards balance Question: Option 1: redeem rewards Option 2: rewards balance Question: I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance? **END** Option 1: rede,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: redeem rewards Option 2: rewards balance ; I understand you need to redeem rewards. Do you want to redeem rewards or check your rewards balance?,Option 1: redeem rewards Option 2: rewards balance
342,342,get me my slow sounds,change_speed;change_volume,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: change speed Option 2: change volume Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: change speed Option 2: change volume Question: I understand you are trying to change the speed or volume of your card. Which one are you trying to change? **END** Set 4: Option 1: cancel order Option 2: cancel subscription Question: I understand you want to cancel your order or subscription. Which,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; I understand you are trying to change the speed or volume of your card. Which one are you trying to change? ; I understand you want to cancel your order or subscription. Which,I understand you are trying to change the speed or volume of your card. Which one are you trying to change?
343,343,let me hear my slow songs,what_song;play_music;next_song,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: what song Option 2: play music Option 3: next song Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: what song Option 2: play music Option 3: next song Question: I'm sorry, I didn't understand your question. Could you please repeat it? **END** Set 4: Option 1: what time Option 2: set alarm Option 3: turn","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I'm sorry, I didn't understand your question. Could you please repeat it?","I'm sorry, I didn't understand your question. Could you please repeat it?"
344,344,pull up the songs under slow,what_song;play_music;next_song,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: what song Option 2: play music Option 3: next song Question:","Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Option 3: card stolen Question: I understand this was about you card. Was is swallowed, not working or stolen? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Option 3: pending transfer Question: I see you are having issues with your transfer. Was your transfer failed, declined or pending? **END** Set 3: Option 1: what song Option 2: play music Option 3: next song Question: I'm sorry, I didn't understand your question. Could you please repeat it? **END** Set 4: Option 1: what time Option 2: set alarm Option 3: turn","I understand this was about you card. Was is swallowed, not working or stolen? ; I see you are having issues with your transfer. Was your transfer failed, declined or pending? ; I'm sorry, I didn't understand your question. Could you please repeat it?","I'm sorry, I didn't understand your question. Could you please repeat it?"
345,345,i'm in the mood for slow songs and nothing else,whisper_mode;what_song;play_music;next_song;change_speed;change_volume,,,,
346,346,drop some beats,play_music;next_song,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: play music Option 2: next song Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: play music Option 2: next song Question: Option 1: play music Option 2: play next song Question: I understand you want to play music. Do you want to play music now or play the next song? **END** Option 1: play music Option 2: play next song Question: I understand,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: play music Option 2: play next song ; I understand you want to play music. Do you want to play music now or play the next song? ; I understand,Option 1: play music Option 2: play next song
347,347,play a song,play_music;next_song,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: play music Option 2: next song Question:,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: play music Option 2: next song Question: Option 1: play music Option 2: play next song Question: I understand you want to play music. Do you want to play music now or play the next song? **END** Option 1: play music Option 2: play next song Question: I understand,I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: play music Option 2: play next song ; I understand you want to play music. Do you want to play music now or play the next song? ; I understand,Option 1: play music Option 2: play next song
348,348,is your voice from a human or is it synthesized,change_accent;are_you_a_bot,Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: change accent Option 2: are you a bot Question:,"Complete each set with a disambiguation question. Set 1: Option 1: card not working Option 2: card swallowed Question: I understand this was about you card. Was is swallowed or not working? **END** Set 2: Option 1: declined transfer Option 2: failed transfer Question: I see you are having issues with your transfer. Was your transfer failed or declined? **END** Set 3: Option 1: change accent Option 2: are you a bot Question: Option 1: I'm sorry, I didn't understand your request. Could you please repeat it? Option 2: I'm sorry, I'm not sure if you're a bot or not. Can you confirm if you're a human? **END**","I understand this was about you card. Was is swallowed or not working? ; I see you are having issues with your transfer. Was your transfer failed or declined? ; Option 1: I'm sorry, I didn't understand your request. Could you please repeat it? Option 2: I'm sorry, I'm not sure if you're a bot or not. Can you confirm if you're a human?","Option 1: I'm sorry, I didn't understand your request. Could you please repeat it? Option 2: I'm sorry, I'm not sure if you're a bot or not. Can you confirm if you're a human?"
